                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4069,                 1.3833,                 1.2922,                0.69916,                0.84399,                0.85157,                0.59638,                0.98454,                  1.402,                 1.0408,             0.00054477,             0.00054477,             0.00054477
                      2,                0.98937,                0.82816,                 1.0707,                0.78905,                 0.8257,                0.84386,                0.60462,                0.95647,                0.90783,                 1.0357,              0.0010786,              0.0010786,              0.0010786
                      3,                0.98167,                0.77054,                 1.0685,                0.78305,                0.84988,                0.84634,                 0.6035,                 1.0127,                 1.1188,                  1.109,              0.0015905,              0.0015905,              0.0015905
                      4,                0.97512,                 0.7815,                 1.0717,                0.80864,                0.82892,                0.86011,                0.62125,                0.98222,                 0.9196,                  1.093,               0.001568,               0.001568,               0.001568
                      5,                0.94669,                0.73159,                 1.0654,                0.84331,                0.88234,                0.89903,                0.67562,                0.87208,                0.74434,                 1.0218,               0.001568,               0.001568,               0.001568
                      6,                0.89782,                0.69387,                 1.0421,                0.85807,                 0.8835,                 0.9062,                0.70076,                0.80966,                0.67873,                 1.0049,               0.001535,               0.001535,               0.001535
                      7,                   0.85,                0.66455,                 1.0132,                0.82776,                0.89033,                0.87914,                0.67847,                0.80302,                0.67798,                0.98166,               0.001502,               0.001502,               0.001502
                      8,                0.83885,                0.66968,                 1.0067,                0.85728,                0.89248,                0.91135,                0.71531,                0.77843,                0.64457,                0.98426,               0.001469,               0.001469,               0.001469
                      9,                0.81834,                0.63712,                 1.0016,                0.87946,                0.90362,                0.92336,                 0.7104,                0.79553,                0.60626,                0.97425,               0.001436,               0.001436,               0.001436
                     10,                0.80708,                0.63122,                0.99106,                0.84506,                0.91098,                0.91091,                0.72456,                0.74215,                 0.6277,                0.97245,              0.0014029,              0.0014029,              0.0014029
                     11,                0.77737,                0.60852,                0.98127,                0.87819,                0.91271,                0.92904,                0.75004,                0.70343,                0.58972,                0.95269,              0.0013699,              0.0013699,              0.0013699
                     12,                0.78752,                0.62396,                0.98107,                0.87406,                0.90836,                0.92503,                0.74779,                0.69955,                0.63063,                0.94949,              0.0013369,              0.0013369,              0.0013369
                     13,                0.77713,                0.60975,                0.97508,                0.89123,                0.91417,                0.93415,                0.75801,                0.68855,                0.59062,                0.93795,              0.0013039,              0.0013039,              0.0013039
                     14,                0.75043,                 0.5992,                0.96499,                0.89404,                0.92082,                0.93551,                0.75864,                0.71335,                0.57116,                0.94729,              0.0012709,              0.0012709,              0.0012709
                     15,                0.74669,                0.58187,                0.96144,                0.89064,                0.91197,                0.93558,                0.76992,                0.65889,                0.56009,                0.92512,              0.0012379,              0.0012379,              0.0012379
                     16,                0.73397,                0.57155,                0.95787,                0.90746,                0.91403,                0.93995,                0.77118,                0.65446,                0.56198,                0.92622,              0.0012049,              0.0012049,              0.0012049
                     17,                0.73605,                0.60436,                0.96249,                0.90599,                0.91868,                0.93653,                0.77148,                0.65722,                0.55934,                0.91888,              0.0011719,              0.0011719,              0.0011719
                     18,                0.72233,                0.57973,                0.95088,                0.88938,                0.91326,                0.93252,                0.76615,                0.66515,                0.55448,                0.92201,              0.0011389,              0.0011389,              0.0011389
                     19,                0.72595,                0.55821,                0.95209,                0.89007,                0.90952,                0.93432,                0.76364,                 0.6776,                0.56619,                0.91992,              0.0011059,              0.0011059,              0.0011059
                     20,                0.72066,                0.56195,                0.95634,                 0.8867,                0.91102,                0.93876,                0.77782,                0.64431,                 0.5407,                 0.9147,              0.0010729,              0.0010729,              0.0010729
                     21,                0.71444,                0.55564,                0.94943,                0.89305,                0.91848,                0.93106,                0.76798,                0.64695,                0.53554,                0.91269,              0.0010399,              0.0010399,              0.0010399
                     22,                0.70935,                0.54152,                0.94284,                0.88599,                 0.9279,                0.93515,                0.77303,                0.64463,                0.54323,                0.91545,              0.0010069,              0.0010069,              0.0010069
                     23,                0.68652,                0.53639,                 0.9341,                0.88421,                0.91674,                0.92647,                0.76223,                0.65581,                0.53583,                0.91467,             0.00097386,             0.00097386,             0.00097386
                     24,                0.69743,                0.53547,                0.93757,                0.90437,                0.91572,                0.94404,                0.76914,                0.66929,                0.52087,                0.90621,             0.00094085,             0.00094085,             0.00094085
                     25,                0.70267,                0.53501,                0.93269,                0.89853,                0.92302,                0.93953,                0.78283,                0.62816,                0.51126,                0.90905,             0.00090785,             0.00090785,             0.00090785
                     26,                0.66425,                0.52475,                0.93247,                0.90822,                0.92091,                0.94102,                0.80251,                0.58672,                 0.5039,                 0.8966,             0.00087484,             0.00087484,             0.00087484
                     27,                0.66489,                  0.512,                0.92484,                0.90497,                0.93092,                0.94514,                0.80001,                0.60427,                0.51633,                0.90037,             0.00084184,             0.00084184,             0.00084184
