                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6029,                 1.7094,                 1.4114,                 0.6385,                 0.7864,                0.78578,                0.51319,                 1.1578,                 2.3594,                 1.1011,             0.00041675,             0.00041675,             0.00041675
                      2,                0.98677,                0.83318,                  1.068,                0.72144,                0.82994,                0.83321,                0.57823,                 1.0335,                 1.2859,                 1.0765,             0.00083334,             0.00083334,             0.00083334
                      3,                 0.9517,                0.75493,                 1.0525,                0.70302,                0.85609,                0.83586,                0.59592,                0.97918,                 1.4228,                 1.0587,              0.0012328,              0.0012328,              0.0012328
                      4,                0.93536,                0.73353,                 1.0499,                0.78292,                0.81014,                0.84309,                0.60612,                0.98953,                 1.0242,                 1.0941,               0.001568,               0.001568,               0.001568
                      5,                0.90879,                0.71184,                 1.0372,                0.75655,                0.82672,                0.83506,                0.60828,                0.94834,                 1.2296,                  1.074,               0.001568,               0.001568,               0.001568
                      6,                0.94216,                0.71634,                 1.0398,                0.80747,                 0.8529,                0.87032,                0.65513,                 0.8822,                0.97506,                 1.0023,               0.001535,               0.001535,               0.001535
                      7,                0.83603,                0.66084,                 1.0117,                 0.8581,                0.88443,                0.91137,                0.71037,                0.81114,                0.72041,                0.99539,               0.001502,               0.001502,               0.001502
                      8,                0.84405,                0.65499,                 1.0041,                0.85932,                0.88636,                0.90354,                 0.6832,                0.85526,                0.65493,                 1.0066,               0.001469,               0.001469,               0.001469
                      9,                0.82198,                0.64046,                0.99432,                0.85834,                0.86643,                0.90053,                0.71082,                0.77572,                0.66307,                0.96701,               0.001436,               0.001436,               0.001436
                     10,                0.82359,                 0.6314,                0.98965,                0.87976,                0.88814,                0.91857,                 0.7179,                 0.7783,                0.62193,                0.95783,              0.0014029,              0.0014029,              0.0014029
                     11,                0.79826,                0.61766,                0.98532,                0.88403,                0.90255,                0.92811,                0.73406,                0.75996,                0.63974,                0.95462,              0.0013699,              0.0013699,              0.0013699
                     12,                0.77883,                 0.6038,                0.97431,                0.89374,                0.90841,                0.93351,                 0.7488,                0.75381,                0.63021,                0.96332,              0.0013369,              0.0013369,              0.0013369
                     13,                0.75029,                0.58118,                0.96021,                  0.869,                0.90205,                0.92145,                  0.729,                0.78199,                 0.6033,                0.95707,              0.0013039,              0.0013039,              0.0013039
                     14,                0.75359,                0.58921,                0.96122,                0.86511,                0.92178,                0.91429,                0.73745,                0.73823,                 0.5808,                0.93834,              0.0012709,              0.0012709,              0.0012709
                     15,                0.73131,                0.57285,                0.95968,                0.88924,                0.90683,                0.92601,                0.74848,                0.72418,                0.57487,                0.92636,              0.0012379,              0.0012379,              0.0012379
                     16,                 0.7348,                0.56733,                 0.9584,                0.88039,                0.90785,                0.92435,                0.75123,                0.72331,                0.59127,                 0.9306,              0.0012049,              0.0012049,              0.0012049
                     17,                0.75038,                0.57648,                0.95913,                0.88081,                0.91549,                0.93003,                0.73783,                0.75279,                 0.5639,                0.92731,              0.0011719,              0.0011719,              0.0011719
                     18,                0.71936,                0.55075,                0.94956,                0.86189,                0.91001,                0.89686,                0.73895,                0.68148,                0.56726,                0.92052,              0.0011389,              0.0011389,              0.0011389
                     19,                0.69687,                0.54758,                0.95043,                0.87715,                0.91909,                 0.9097,                0.76474,                0.64076,                0.57558,                0.91043,              0.0011059,              0.0011059,              0.0011059
                     20,                0.69598,                0.54644,                0.94309,                0.89437,                0.90337,                0.93503,                0.77048,                0.69007,                0.54602,                  0.918,              0.0010729,              0.0010729,              0.0010729
                     21,                0.69368,                0.53547,                   0.94,                0.89274,                0.91002,                0.93795,                0.78426,                0.65057,                0.54227,                0.90996,              0.0010399,              0.0010399,              0.0010399
                     22,                0.67427,                0.52986,                0.93271,                0.88939,                0.89965,                0.92482,                0.75887,                0.70005,                0.55929,                0.91648,              0.0010069,              0.0010069,              0.0010069
