                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4789,                  1.462,                 1.3304,                0.80452,                0.81879,                0.84959,                0.59806,                0.98233,                  1.174,                  1.082,             0.00055022,             0.00055022,             0.00055022
                      2,                 1.1286,                0.92751,                 1.1244,                0.78999,                0.80846,                 0.8364,                0.58779,                 1.0004,                0.88956,                 1.1028,              0.0010949,              0.0010949,              0.0010949
                      3,                 1.0838,                 0.9034,                 1.1176,                0.79539,                0.81753,                0.83286,                0.60093,                0.98743,                0.83543,                 1.0735,              0.0016287,              0.0016287,              0.0016287
                      4,                 1.0614,                0.85977,                  1.104,                0.80066,                0.80775,                0.84792,                0.61821,                0.94015,                0.88599,                 1.0772,              0.0016175,              0.0016175,              0.0016175
                      5,                 1.0126,                0.84871,                 1.0954,                0.76436,                0.86322,                0.83867,                0.60975,                0.94837,                 0.7938,                 1.0622,              0.0016175,              0.0016175,              0.0016175
                      6,                0.99547,                0.79879,                 1.0781,                 0.8068,                0.84596,                0.87822,                0.65218,                0.89358,                 0.7642,                 1.0442,               0.001601,               0.001601,               0.001601
                      7,                0.95902,                0.75626,                 1.0567,                0.81653,                0.86182,                0.88197,                 0.6573,                0.88708,                0.75976,                  1.037,              0.0015845,              0.0015845,              0.0015845
                      8,                0.95898,                 0.7495,                 1.0564,                0.85361,                0.87971,                0.89929,                0.68318,                0.83225,                0.66815,                 1.0268,               0.001568,               0.001568,               0.001568
                      9,                0.93351,                0.74778,                 1.0465,                0.81165,                0.85712,                0.87336,                0.66909,                0.83942,                0.71264,                 1.0146,              0.0015515,              0.0015515,              0.0015515
                     10,                0.91908,                0.72639,                 1.0405,                 0.8651,                0.87088,                0.90623,                0.68803,                0.83553,                0.74984,                 1.0193,               0.001535,               0.001535,               0.001535
                     11,                0.89642,                0.70247,                 1.0281,                0.84369,                0.86555,                0.89835,                 0.7006,                0.79384,                0.66152,                 1.0024,              0.0015185,              0.0015185,              0.0015185
                     12,                0.91754,                0.71673,                  1.032,                0.82537,                0.88948,                0.89553,                0.68043,                0.82671,                0.70305,                 0.9993,               0.001502,               0.001502,               0.001502
                     13,                0.88365,                0.71165,                 1.0223,                0.85151,                0.89361,                0.89543,                0.70242,                0.78664,                0.66462,                0.99406,              0.0014855,              0.0014855,              0.0014855
                     14,                0.88124,                0.70672,                 1.0177,                0.84863,                0.87995,                  0.903,                0.71315,                0.75218,                0.67633,                 0.9778,               0.001469,               0.001469,               0.001469
                     15,                0.87454,                0.67777,                 1.0188,                0.86979,                0.87834,                0.90921,                0.70525,                0.79127,                0.65214,                0.98685,              0.0014525,              0.0014525,              0.0014525
                     16,                 0.8817,                0.68508,                 1.0104,                0.85037,                 0.8767,                0.90482,                0.71281,                0.76823,                 0.6698,                0.97329,               0.001436,               0.001436,               0.001436
                     17,                0.86116,                 0.6599,                 1.0077,                0.84463,                0.89034,                0.90024,                0.69615,                0.77956,                0.62924,                0.97189,              0.0014195,              0.0014195,              0.0014195
                     18,                0.84121,                0.66444,                 1.0021,                0.87869,                0.90598,                0.92374,                0.71693,                0.78567,                 0.6263,                0.96544,              0.0014029,              0.0014029,              0.0014029
                     19,                0.84089,                0.66501,                  1.002,                0.87618,                0.89836,                0.92258,                0.73394,                0.74287,                0.65233,                0.97812,              0.0013864,              0.0013864,              0.0013864
                     20,                0.83818,                0.68915,                 1.0006,                0.85691,                0.87767,                0.90953,                0.72484,                0.74758,                0.63487,                0.96969,              0.0013699,              0.0013699,              0.0013699
                     21,                0.83892,                0.67128,                 1.0022,                 0.8741,                0.89556,                0.92075,                0.72853,                0.75459,                0.64598,                0.98433,              0.0013534,              0.0013534,              0.0013534
                     22,                0.82663,                0.66786,                0.99657,                0.85126,                0.89487,                0.91699,                 0.7299,                 0.7277,                0.63072,                 0.9634,              0.0013369,              0.0013369,              0.0013369
                     23,                0.82459,                0.64816,                0.99339,                0.84368,                0.89721,                0.89673,                0.70981,                0.73818,                0.63987,                0.97464,              0.0013204,              0.0013204,              0.0013204
                     24,                0.80229,                 0.6232,                0.98337,                0.84842,                0.91085,                0.92776,                0.74702,                0.70219,                0.60246,                0.95549,              0.0013039,              0.0013039,              0.0013039
                     25,                0.80502,                0.63403,                0.98304,                0.85949,                0.89919,                 0.9141,                0.73424,                0.71344,                0.62028,                0.95104,              0.0012874,              0.0012874,              0.0012874
                     26,                  0.781,                0.63598,                0.98331,                0.86455,                0.90022,                0.92319,                0.75278,                 0.6929,                0.58451,                0.94323,              0.0012709,              0.0012709,              0.0012709
                     27,                0.80295,                0.60373,                0.97694,                0.88265,                0.90555,                0.93213,                0.74739,                0.71617,                0.58412,                0.94909,              0.0012544,              0.0012544,              0.0012544
                     28,                 0.7882,                0.62758,                0.98009,                0.85929,                0.89069,                0.91025,                0.73262,                0.72546,                0.62906,                0.95945,              0.0012379,              0.0012379,              0.0012379
                     29,                0.79503,                0.61665,                0.98383,                0.87774,                0.88696,                0.92804,                0.75177,                0.69801,                0.60901,                0.94591,              0.0012214,              0.0012214,              0.0012214
                     30,                  0.783,                0.61004,                 0.9732,                0.87506,                0.90068,                  0.925,                0.75484,                0.68456,                0.59883,                0.94192,              0.0012049,              0.0012049,              0.0012049
                     31,                0.78136,                0.60169,                0.98018,                0.86704,                 0.9066,                0.91966,                0.75612,                0.67637,                0.58438,                0.93858,              0.0011884,              0.0011884,              0.0011884
                     32,                0.76888,                0.58903,                0.97003,                 0.8823,                0.89516,                0.92514,                0.74655,                0.69956,                0.60024,                0.94324,              0.0011719,              0.0011719,              0.0011719
