                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4779,                 1.4606,                 1.3307,                0.77678,                0.80338,                0.81717,                0.57188,                 1.0006,                 1.0651,                 1.0871,             0.00055022,             0.00055022,             0.00055022
                      2,                 1.1252,                0.92713,                  1.123,                0.76405,                0.81469,                0.82652,                0.58841,                 0.9859,                0.87405,                 1.0945,              0.0010986,              0.0010986,              0.0010986
                      3,                 1.0844,                0.89755,                 1.1177,                0.80861,                0.81022,                0.84154,                0.60999,                 0.9813,                0.84082,                 1.0703,              0.0016396,              0.0016396,              0.0016396
                      4,                 1.0706,                0.85861,                 1.1028,                0.75993,                0.83955,                0.81995,                0.60348,                0.93536,                0.86618,                 1.0675,               0.001634,               0.001634,               0.001634
                      5,                 1.0086,                 0.8445,                 1.0893,                0.75953,                0.84843,                0.83026,                0.60945,                0.94671,                  0.808,                 1.0639,               0.001634,               0.001634,               0.001634
                      6,                 0.9942,                0.79486,                 1.0731,                0.80593,                0.87154,                  0.858,                0.63759,                0.91412,                0.76155,                 1.0453,               0.001623,               0.001623,               0.001623
                      7,                0.96006,                0.75649,                 1.0566,                 0.8251,                0.87086,                0.88267,                0.65656,                0.89094,                 0.7232,                 1.0363,               0.001612,               0.001612,               0.001612
                      8,                0.95763,                0.74071,                  1.051,                0.82882,                0.86538,                0.89095,                0.66346,                  0.865,                0.67506,                 1.0262,               0.001601,               0.001601,               0.001601
                      9,                0.93877,                0.74856,                 1.0455,                0.81301,                0.86358,                0.86747,                0.65357,                0.86463,                0.73857,                 1.0228,                0.00159,                0.00159,                0.00159
                     10,                0.92132,                0.72892,                 1.0415,                0.85512,                0.86237,                0.90476,                 0.6896,                0.82001,                  0.726,                 1.0069,               0.001579,               0.001579,               0.001579
                     11,                0.89881,                0.70314,                  1.028,                0.85588,                0.86459,                0.90026,                0.69824,                0.79719,                0.67908,                0.99784,               0.001568,               0.001568,               0.001568
                     12,                0.93928,                0.72693,                 1.0367,                 0.8467,                0.86855,                0.90212,                0.69331,                0.81301,                0.71884,                0.99307,               0.001557,               0.001557,               0.001557
                     13,                0.89436,                0.72008,                 1.0261,                0.84844,                 0.8886,                0.90177,                0.70423,                0.79867,                0.66014,                0.99699,               0.001546,               0.001546,               0.001546
                     14,                0.88731,                0.70934,                 1.0217,                0.85554,                0.88386,                0.90586,                0.70694,                 0.7728,                0.68522,                0.98714,               0.001535,               0.001535,               0.001535
                     15,                 0.8787,                0.68171,                 1.0203,                0.85548,                0.87286,                0.89808,                0.69148,                0.81826,                0.66345,                 1.0037,               0.001524,               0.001524,               0.001524
                     16,                0.87887,                0.68159,                 1.0114,                0.86636,                0.87233,                0.91071,                0.71672,                0.77565,                0.65765,                0.98393,               0.001513,               0.001513,               0.001513
                     17,                0.85684,                0.66136,                  1.006,                0.84671,                0.89126,                0.90671,                0.70161,                0.78915,                0.63305,                0.98187,               0.001502,               0.001502,               0.001502
                     18,                0.83964,                0.66329,                 1.0037,                0.86083,                0.89909,                0.90615,                0.69196,                0.79475,                0.64435,                0.97205,               0.001491,               0.001491,               0.001491
                     19,                0.83409,                0.66555,                0.99844,                0.85331,                0.88538,                0.91738,                0.73766,                0.73001,                 0.6585,                0.96833,                0.00148,                0.00148,                0.00148
                     20,                0.85353,                0.69139,                 1.0044,                 0.8487,                 0.8852,                0.90582,                0.70854,                0.78431,                 0.6453,                0.97269,               0.001469,               0.001469,               0.001469
                     21,                0.85712,                0.67522,                 1.0044,                0.87295,                0.89064,                0.92388,                0.72266,                0.76668,                0.66452,                0.97587,               0.001458,               0.001458,               0.001458
                     22,                 0.8405,                0.66958,                 1.0014,                0.84853,                0.90127,                0.91289,                0.73009,                0.73093,                0.63154,                0.96484,               0.001447,               0.001447,               0.001447
                     23,                0.81851,                0.64227,                 0.9922,                0.85639,                0.90959,                0.90536,                0.72883,                0.71538,                0.61743,                0.95437,               0.001436,               0.001436,               0.001436
                     24,                0.79419,                0.61801,                0.97909,                0.88263,                 0.9029,                0.92727,                 0.7486,                0.70681,                0.59175,                0.94853,               0.001425,               0.001425,               0.001425
                     25,                0.81736,                0.64292,                0.98903,                0.87288,                0.89564,                0.92139,                 0.7438,                 0.7178,                0.62145,                0.95506,              0.0014139,              0.0014139,              0.0014139
                     26,                0.78916,                0.63889,                 0.9853,                0.84921,                0.89951,                 0.9189,                 0.7478,                0.69904,                0.59659,                0.94553,              0.0014029,              0.0014029,              0.0014029
                     27,                0.80428,                 0.6126,                0.97902,                0.88672,                0.90487,                0.92642,                0.74317,                 0.7185,                0.59327,                0.95343,              0.0013919,              0.0013919,              0.0013919
                     28,                0.79228,                0.63287,                0.98415,                0.85985,                0.90051,                 0.9158,                0.74115,                0.71324,                0.61708,                0.95495,              0.0013809,              0.0013809,              0.0013809
                     29,                0.79567,                0.61797,                0.98481,                0.86392,                0.90617,                0.91853,                0.74584,                0.69535,                0.61139,                0.94189,              0.0013699,              0.0013699,              0.0013699
                     30,                 0.7884,                0.61594,                 0.9753,                 0.8728,                0.91333,                0.92909,                0.75195,                0.69537,                0.59713,                0.94331,              0.0013589,              0.0013589,              0.0013589
                     31,                0.79023,                0.60607,                0.98227,                0.86922,                0.91048,                0.92121,                0.75293,                 0.6915,                0.58505,                0.94345,              0.0013479,              0.0013479,              0.0013479
                     32,                0.78019,                0.59669,                0.97574,                0.87138,                0.91003,                0.92601,                0.74494,                 0.7114,                0.60485,                0.94166,              0.0013369,              0.0013369,              0.0013369
                     33,                 0.8022,                0.63136,                0.97544,                0.86806,                0.91746,                0.92261,                0.75828,                0.67819,                0.58603,                  0.937,              0.0013259,              0.0013259,              0.0013259
                     34,                0.78717,                 0.6095,                0.97626,                0.88782,                0.91061,                0.93292,                 0.7645,                0.66722,                0.57504,                0.93242,              0.0013149,              0.0013149,              0.0013149
                     35,                0.75709,                0.58474,                0.96151,                0.86863,                0.90577,                0.92809,                0.75856,                0.68242,                0.57893,                0.93431,              0.0013039,              0.0013039,              0.0013039
                     36,                0.77648,                0.59914,                0.96942,                0.86861,                0.91267,                0.92426,                0.75596,                0.68294,                0.60155,                0.93933,              0.0012929,              0.0012929,              0.0012929
                     37,                0.76575,                 0.5896,                0.96203,                0.87747,                0.90682,                 0.9308,                0.76303,                0.68179,                0.57376,                0.93163,              0.0012819,              0.0012819,              0.0012819
