                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7091,                 1.8258,                 1.4745,                 0.5742,                0.80211,                0.73694,                0.47745,                 1.1998,                 3.0415,                 1.1514,             0.00041675,             0.00041675,             0.00041675
                      2,                 1.1002,                0.91922,                 1.1087,                  0.768,                0.84845,                0.84712,                0.60605,                 0.9686,                 1.5161,                 1.0874,             0.00083334,             0.00083334,             0.00083334
                      3,                  1.034,                0.83305,                 1.0824,                0.76292,                0.85794,                0.83481,                0.58611,                 1.0296,                 1.3346,                 1.1426,              0.0012328,              0.0012328,              0.0012328
                      4,                  1.023,                0.80329,                 1.0751,                0.79216,                0.84018,                0.85527,                0.62098,                0.98475,                 1.1873,                   1.11,               0.001568,               0.001568,               0.001568
                      5,                0.96907,                0.75747,                 1.0675,                0.79416,                 0.8631,                 0.8508,                0.61823,                 0.9869,                  1.033,                 1.1218,               0.001568,               0.001568,               0.001568
                      6,                0.97348,                0.75901,                 1.0553,                0.79958,                0.85962,                0.86506,                0.64657,                0.91196,                0.98002,                  1.057,               0.001535,               0.001535,               0.001535
                      7,                0.90501,                0.71596,                 1.0367,                0.80515,                0.85072,                0.87815,                0.67195,                0.87966,                0.80274,                 1.0206,               0.001502,               0.001502,               0.001502
                      8,                0.91492,                0.71018,                 1.0282,                0.83765,                0.87688,                0.89812,                0.67037,                0.89097,                0.76049,                 1.0357,               0.001469,               0.001469,               0.001469
                      9,                0.88199,                0.69074,                 1.0206,                0.84102,                0.87348,                0.89677,                0.69171,                0.83196,                0.74286,                 1.0017,               0.001436,               0.001436,               0.001436
                     10,                0.89929,                0.69842,                 1.0217,                 0.8357,                0.88602,                0.89191,                0.66679,                0.87924,                0.71638,                 1.0763,              0.0014029,              0.0014029,              0.0014029
                     11,                 0.8659,                0.67842,                 1.0121,                0.84519,                 0.8779,                0.90554,                0.70766,                0.80492,                0.68264,                0.99327,              0.0013699,              0.0013699,              0.0013699
                     12,                0.85027,                0.65182,                  1.005,                0.85617,                 0.8848,                0.91435,                0.72212,                0.79194,                0.66935,                 0.9834,              0.0013369,              0.0013369,              0.0013369
                     13,                0.81858,                0.63311,                 0.9895,                0.85204,                0.86537,                0.90499,                0.69816,                0.81589,                0.66411,                0.97815,              0.0013039,              0.0013039,              0.0013039
                     14,                0.81887,                0.64262,                 0.9883,                0.86556,                0.89869,                 0.9159,                0.73159,                0.77382,                0.63486,                0.97696,              0.0012709,              0.0012709,              0.0012709
                     15,                0.80533,                0.62101,                 0.9894,                 0.8628,                0.86895,                0.91066,                0.71675,                0.78046,                0.64126,                0.97516,              0.0012379,              0.0012379,              0.0012379
                     16,                 0.8158,                0.63292,                0.98839,                0.85793,                0.87363,                0.89958,                0.71685,                0.77923,                0.67085,                0.97979,              0.0012049,              0.0012049,              0.0012049
                     17,                0.81635,                0.62985,                0.98449,                 0.8634,                0.87656,                0.90112,                0.70869,                0.79832,                0.63281,                0.97674,              0.0011719,              0.0011719,              0.0011719
                     18,                0.79967,                0.61598,                0.97804,                0.86538,                0.90334,                0.90881,                0.72367,                0.76013,                 0.6259,                0.96593,              0.0011389,              0.0011389,              0.0011389
                     19,                0.76937,                0.60245,                0.97826,                0.88428,                0.89472,                0.92689,                0.74007,                0.76012,                0.63569,                0.97013,              0.0011059,              0.0011059,              0.0011059
                     20,                0.78129,                0.60962,                0.97434,                0.87127,                0.90816,                 0.9202,                0.72668,                 0.7787,                0.64249,                 0.9838,              0.0010729,              0.0010729,              0.0010729
                     21,                0.77543,                0.59843,                0.97405,                0.85212,                0.89679,                0.90623,                0.72394,                0.75269,                0.62688,                0.96154,              0.0010399,              0.0010399,              0.0010399
                     22,                0.75381,                0.58229,                0.96261,                0.86614,                0.88427,                0.92893,                0.74906,                0.73592,                0.61807,                0.97282,              0.0010069,              0.0010069,              0.0010069
                     23,                0.75001,                0.58442,                0.96537,                0.89408,                0.90074,                0.93066,                 0.7517,                0.73343,                0.57719,                0.94098,             0.00097386,             0.00097386,             0.00097386
                     24,                0.74845,                0.57455,                0.95912,                0.88585,                0.87665,                0.92183,                0.74967,                0.72585,                0.61811,                0.94561,             0.00094085,             0.00094085,             0.00094085
                     25,                0.75485,                 0.5699,                0.95834,                0.86216,                0.90718,                0.91541,                0.74479,                0.71536,                0.60901,                 0.9413,             0.00090785,             0.00090785,             0.00090785
                     26,                0.74992,                0.58146,                 0.9581,                0.88077,                0.90185,                0.92791,                0.76267,                0.69329,                0.57161,                0.93927,             0.00087484,             0.00087484,             0.00087484
                     27,                 0.7294,                0.55995,                0.95379,                0.88655,                0.90706,                  0.937,                0.77225,                0.68636,                0.58545,                0.93099,             0.00084184,             0.00084184,             0.00084184
                     28,                0.73684,                0.56888,                0.95388,                 0.8723,                0.91798,                0.92376,                0.76493,                0.68422,                0.56323,                0.92901,             0.00080883,             0.00080883,             0.00080883
                     29,                0.70853,                0.55471,                0.94481,                 0.8926,                0.90411,                0.93128,                0.77061,                0.67953,                0.56672,                0.93057,             0.00077582,             0.00077582,             0.00077582
                     30,                0.73413,                0.55875,                0.95371,                0.87195,                 0.9197,                0.91534,                  0.758,                0.68568,                0.56999,                0.93412,             0.00074282,             0.00074282,             0.00074282
                     31,                0.72641,                0.55492,                0.94977,                0.88982,                 0.9108,                0.93173,                0.77077,                0.67306,                0.58764,                0.92789,             0.00070981,             0.00070981,             0.00070981
                     32,                0.73174,                0.54349,                0.94733,                0.87653,                0.91438,                0.91541,                0.75651,                0.69082,                0.57308,                   0.93,              0.0006768,              0.0006768,              0.0006768
                     33,                0.71071,                0.53964,                0.94489,                0.89995,                0.91698,                0.94053,                0.78132,                0.67831,                0.53952,                0.92616,              0.0006438,              0.0006438,              0.0006438
                     34,                0.69061,                0.53572,                0.94043,                0.86863,                0.92945,                0.91944,                0.76636,                0.66441,                0.55839,                0.92558,             0.00061079,             0.00061079,             0.00061079
                     35,                0.70654,                0.54206,                0.94483,                0.88985,                0.91479,                0.93419,                0.76437,                0.69831,                0.55851,                0.92766,             0.00057778,             0.00057778,             0.00057778
                     36,                0.69178,                0.53258,                0.94143,                 0.8687,                0.92613,                0.93292,                0.78418,                0.65677,                0.55162,                0.92348,             0.00054478,             0.00054478,             0.00054478
